Date,Close_AAPL,Close_AMZN,Close_GOOGL,Close_MSFT,Close_NVDA,High_AAPL,High_AMZN,High_GOOGL,High_MSFT,High_NVDA,Low_AAPL,Low_AMZN,Low_GOOGL,Low_MSFT,Low_NVDA,Open_AAPL,Open_AMZN,Open_GOOGL,Open_MSFT,Open_NVDA,Volume_AAPL,Volume_AMZN,Volume_GOOGL,Volume_MSFT,Volume_NVDA
2020-08-11,106.65142059326172,154.0334930419922,73.67476654052734,195.21324157714844,10.815109252929688,109.68153802602951,157.96099853515625,75.1626557930458,199.3117683587659,11.100936970577202,106.390579904866,153.64999389648438,73.55782532310258,194.982873550833,10.7610329937094,109.18180291672904,155.66000366210938,74.34456082208418,198.84145377671737,11.038138887387111,187902400,74362000,31098000,36446500,354512000
2020-08-12,110.19590759277344,158.11199951171875,75.00341033935547,200.78985595703125,11.403459548950195,110.45430815645663,158.71949768066406,75.22386058442733,201.83608285661768,11.430123135434767,107.55095084699192,155.0709991455078,73.8967019688904,196.52814440172625,10.923009269100168,107.74596761374468,155.39999389648438,74.00220039154834,197.0464539426936,10.955405018103972,165598000,70442000,22512000,28013100,464412000
2020-08-13,112.14610290527344,158.05099487304688,75.47167205810547,200.31954956054688,11.406197547912598,113.15289349736156,160.87600708007812,76.48284418729223,202.8631463409884,11.684051467097133,111.09055440270924,157.75,75.05168292534601,199.79163214226165,11.319228399501068,111.58054387716682,159.14950561523438,75.05168292534601,201.02983978206385,11.508865973672156,210082000,62980000,22388000,22588900,374460000
2020-08-14,112.0461654663086,157.4010009765625,74.87354278564453,200.5114898681641,11.526810646057127,112.13636091412904,158.91200256347656,75.62793939616182,201.17378484940565,11.667107929761102,110.23004099312963,156.0,74.59338041774163,199.17730673423657,11.403707947700358,111.97059590519343,158.90899658203125,75.32040392648128,200.37711223762687,11.492919593602547,165565200,55034000,21942000,17958900,366436000
2020-08-17,111.75362396240234,159.12049865722656,75.4512710571289,201.8360748291016,12.297321319580078,113.19677333095444,159.74850463867188,75.82648373152185,202.70953672898028,12.369837430433478,111.12468856587184,157.70899963378906,74.891948664715,200.5306858879182,11.779243310210216,113.1723943752474,158.656005859375,75.43783887619192,201.18338768154132,11.813133403388791,119561600,53824000,19990000,20184800,621300000
2020-08-18,112.6848373413086,165.62449645996094,77.41886138916016,202.9975433349609,12.221320152282717,113.11144299917184,166.0,77.4979814068608,203.8326034650633,12.45581407718295,111.16855864835529,160.29100036621094,75.72147884435643,200.8090987797456,12.04738181808775,111.50496887171911,160.60000610351562,75.9429161837234,202.07608605831243,12.409961530674698,105633600,106920000,28378000,21336200,503448000
2020-08-19,112.82624053955078,163.0240020751953,76.86302185058594,201.7659454345703,12.099461555480955,114.24501107161466,165.7949981689453,78.06975406339483,204.07514964683784,12.275393282226384,112.73117227554133,162.8000030517578,76.63361934240044,201.3329742327292,12.05909116881502,113.09439419603572,165.15049743652344,77.25514432932671,203.48822856121845,12.25695340371678,145538000,83702000,30472000,27627600,622624000
2020-08-20,115.32979583740234,164.86849975585938,78.43749237060547,206.46128845214844,12.101951599121094,115.44437022786464,165.63099670410156,78.63255890802547,206.86539583572588,12.335199207651453,112.85060421374465,161.89999389648438,76.357934257102,201.00581675165208,11.840545107530316,112.86767022580362,162.60000610351562,76.6321208147601,201.6119704862847,11.936486078152017,126907200,66650000,26382000,26981500,921388000
2020-08-21,121.27302551269533,164.23599243164062,78.4036636352539,204.96031188964844,12.642708778381348,121.75813472539492,165.72000122070312,79.21528172540805,208.0680995079037,12.767555823919658,116.28051759278712,163.76950073242188,77.74381628283706,204.7967456656841,12.156028313230228,116.29270335052242,164.75,78.21605349977197,205.7685266485779,12.16250765188122,338054800,71518000,34838000,36249300,999868000
2020-08-24,122.72350311279295,165.3730010986328,78.88037872314453,205.6050262451172,12.679341316223145,125.5781103847472,169.01600646972656,80.05626022081937,207.3657898288313,12.870973283791969,120.85131508513317,162.8780059814453,78.37728319040286,204.39268903714944,12.4672750949259,125.49278030711304,165.50750732421875,79.2446345587043,206.66339885925672,12.84231532663013,345937600,93326000,25638000,25460100,490564000
2020-08-25,121.71669006347656,167.32449340820312,79.91045379638672,208.27980041503903,12.708992958068848,122.06285336909473,167.8699951171875,80.06122982776336,208.4145028900692,12.720206319093396,119.98832854152909,163.35000610351562,78.51860203471604,205.03730997086967,12.533309363827678,121.59237004026224,164.74949645996094,78.62907393281236,205.03730997086967,12.590126197930443,211495600,79856000,25150000,23043700,289076000
2020-08-26,123.37193298339844,172.09249877929688,81.81534576416016,212.78274536132807,12.731921195983888,123.83023059467142,172.58700561523438,82.24629173884453,213.6871826466504,12.827114055891018,121.96778837684518,167.22850036621094,79.6681178662997,209.13614713125165,12.636977395177562,123.03796284565956,167.5554962158203,79.9328510423612,209.63647695149868,12.7580866606774,163022400,130174000,52188000,39600800,321244000
2020-08-27,121.8971176147461,170.0,81.0385513305664,218.00732421875,12.587635040283203,124.31048594480563,172.64999389648438,82.0074146085972,222.4044101655853,12.808672104676598,120.74893328437696,168.89999389648438,80.55535736545121,211.09897262092363,12.526083230478228,123.97651575626536,172.50250244140625,81.93874268986407,214.4569333982421,12.74039189780908,155552400,85296000,31350000,57602200,317604000
2020-08-28,121.69963836669922,170.08999633789062,81.58145904541016,220.24917602539065,13.10546588897705,123.2939194462389,171.6685028076172,81.67700292551035,221.9137172312016,13.10571494807348,121.4753623837178,169.3249969482422,80.89375267803553,218.0073299932489,12.601840828385242,122.8746266915099,171.14999389648438,81.08583513332398,219.54678506101152,12.634236572458695,187630000,57940000,22418000,26292900,537160000
2020-08-31,125.82674407958984,172.54800415039062,81.08882141113281,216.99703979492188,13.331486701965332,127.73794429666664,174.75,81.8337569351286,220.0471006406616,13.531341412382233,122.86245023954196,170.25,80.87982154060386,215.82319749069768,12.99581968925175,124.4031081470526,170.44949340820312,81.78747703645925,218.41142331424987,13.14035286214506,225702700,83718000,26422000,28774200,500840000
2020-09-01,130.8387451171875,174.95599365234375,82.36023712158203,218.6711883544922,13.780670166015623,131.44331646895694,175.69349670410156,82.56625290159603,218.84437096358388,13.952915599080589,127.27964057724807,173.35000610351562,81.08881937616468,215.93862928769173,13.397291642035604,129.45410665665014,174.47900390625,81.21969391487622,216.97776898664924,13.440664654983484,151948100,68644000,22652000,25725500,511316000
2020-09-02,128.12794494628906,176.57249450683594,85.46090698242188,222.8854522705078,14.304638862609863,134.54409526224742,177.6125030517578,85.89433583929082,224.04967804549813,14.683779311477837,123.8375172300071,174.33450317382812,82.61451509252599,218.74815570566625,13.859440925316628,134.16380741866254,177.35000610351562,83.00365344587165,219.34469313601724,14.660845707915952,200119000,78630000,49522000,34080800,874012000
2020-09-03,117.86992645263672,168.39999389648438,81.08782958984375,209.07843017578125,12.977521896362305,125.63171109830373,174.42050170898438,84.59555749578361,220.63402503378467,13.843985707642728,117.49939163024852,165.14999389648438,80.0030120217837,206.8269678928897,12.841170701150944,123.74977777668435,174.25,84.57166962599298,220.59554489864988,13.788398488115517,257599600,163222000,63726000,58400300,945128000
2020-09-04,117.94793701171876,164.7310028076172,78.68431091308594,206.143798828125,12.58566951751709,120.61970534748436,169.0749969482422,81.36051134331882,210.0982965597646,13.136557162328767,108.1286934708545,155.55650329589844,76.53259571351683,197.4265884939264,11.670597041485369,117.08009977010788,165.89999389648438,80.06719518429374,206.96164474273783,12.746448173086115,332607200,175636000,55850000,59664100,1463684000
2020-09-08,110.0106430053711,157.49200439453125,75.81752014160156,194.9923248291016,11.878240585327148,116.0270006347248,162.54249572753906,77.40741495849956,202.08347481385903,12.5133820427161,109.87412977263536,156.5,75.4642059639063,194.5497225545871,11.670099900256917,111.11250193799896,157.1999969482422,75.88718676343119,198.68703419320943,11.700261234213434,231366600,121884000,54032000,52924300,795728000
2020-09-09,114.3985824584961,163.4304962158203,76.99340057373047,203.2957763671875,12.677899360656738,116.17326184567966,165.15899658203125,77.56516041610428,206.71146404500217,12.771874077000696,112.38988145965452,159.25,75.89564445564935,198.87944384466067,12.196058807985509,114.34007891543482,160.14950561523438,77.07649937472567,199.745400897871,12.363817959051502,176940500,103774000,39242000,45679000,736200000
2020-09-10,110.66397857666016,158.7554931640625,75.9394302368164,197.59976196289065,12.27582550048828,117.49942435010485,167.4945068359375,78.30860397286067,206.615255286666,13.027126819778966,109.6986326920066,158.52749633789062,75.63837173852811,196.3874397125869,12.131497278506084,117.3629110912413,165.36099243164062,77.14019418699958,205.3259434162522,12.951348369987782,182274400,106614000,33024000,35461500,698684000
2020-09-11,109.21106719970705,155.81100463867188,75.42738342285156,196.31048583984372,12.129006385803224,112.3606396431834,160.86700439453125,76.56892127073058,200.73644985714608,12.615582404816298,107.26086957114084,154.19900512695312,74.29579252540272,193.6260524684399,11.861040360382365,111.71707085483806,160.4344940185547,76.04393489459162,199.36054653866395,12.449069863720515,180860300,101880000,30706000,33620100,636928000
2020-09-14,112.48738861083984,155.14849853515625,75.08252716064453,197.6382751464844,12.83469009399414,113.04319458206484,159.3695068359375,77.47956754747086,201.28487327965124,13.276148185663596,109.99113827543115,154.8000030517578,74.89741517443528,196.310483024045,12.594394075811492,111.86332602698766,158.64700317382812,76.21809682607592,196.51254409194783,13.04283171198508,140150100,90592000,42660000,30375800,1201744000
2020-09-15,112.66290283203124,157.80650329589844,76.39077758789062,200.8807678222656,12.953096389770508,115.87097839483434,158.75100708007812,77.18050476355,201.8429326320979,13.259948217874996,110.78096207450275,155.4459991455078,75.7428817865187,199.100757051488,12.79032273402653,115.38342905287789,156.80799865722656,76.03100168037477,200.5343879034672,13.241252734491525,184642000,80430000,23042000,21823900,727556000
2020-09-16,109.33781433105467,153.90499877929688,75.24475860595703,197.2918701171875,12.477985382080078,113.11144897058963,159.36199951171875,77.34869819515173,202.67998350393228,13.054548120019335,109.25005901915075,153.70750427246094,75.21987604229885,196.8973790757412,12.477237981183846,112.36062624645405,158.99949645996094,76.75702925240749,202.651119738116,12.91944352187888,154679000,90244000,22128000,26328100,556384000
2020-09-17,107.59239196777344,150.43649291992188,73.99821472167969,195.23284912109372,12.427132606506348,109.40607622888594,151.47149658203125,74.5764514754621,196.59912127754976,12.553014486162354,106.00298369138476,148.62750244140625,72.77506627110589,192.3944661004965,11.99963362393224,106.9878355070113,150.46249389648438,73.93700680508756,192.4810574027475,12.096848975212325,178011000,128982000,40008000,34011300,792512000
2020-09-18,104.17955017089844,147.74549865722656,72.20927429199219,192.80821228027344,12.15368366241455,108.11895013810332,151.88999938964844,74.40428561995024,195.9448643827786,12.59564003138331,103.4482260852904,145.27699279785156,71.24041080982535,188.824850417951,11.953769154171695,107.65090688938564,151.58700561523438,74.06092595393991,195.12703307520093,12.55700340212364,287104900,177852000,63056000,55225300,698460000
2020-09-21,107.33888244628906,148.02349853515625,71.16675567626953,194.8768310546875,12.480727195739746,107.44614391419556,148.10000610351562,71.66039017863206,195.0404119726883,12.485961854454477,100.5326892473239,143.5500030517578,69.80028765833156,188.949907685648,11.869765026058538,101.93683396216228,145.3249969482422,71.24040107533145,189.72925874031984,11.890205393675586,195713800,122358000,56908000,39839700,721044000
2020-09-22,109.02580261230467,156.44949340820312,72.64369201660156,199.5722198486328,12.600872993469238,110.04965940474646,156.69949340820312,72.85020894355684,200.22649954304467,12.611093175477928,106.44179655031984,150.00999450683594,71.13490659228187,194.4342633712233,12.1200309263643,109.8741413100254,151.69200134277344,72.17095367719028,197.3015103470911,12.538306233531788,183055400,138976000,33950000,33517100,646452000
2020-09-23,104.45257568359376,149.9929962158203,70.13420104980469,193.0006103515625,12.088375091552734,109.31831612573532,156.35000610351562,72.3083087533273,200.22647652123064,12.689865432542552,104.11128518620949,149.61900329589844,69.80030235301848,192.4618004778043,12.044005534485787,108.84051984457513,156.02149963378906,72.25904476222462,200.0340318393445,12.538806778942002,150718700,113054000,37726000,30803800,647012000
2020-09-24,105.52518463134766,150.989501953125,70.80448913574219,195.50225830078125,12.311968803405762,107.50463384194084,153.46499633789062,71.55738984301792,197.79221510852776,12.532822874415036,102.38536556375315,148.25,69.77391661874877,191.6632156551125,11.97894376179226,102.5511305606354,148.88949584960938,69.80029502305186,192.28863155277108,12.037024217562715,167743300,110588000,34552000,31202500,731240000
2020-09-25,109.4840850830078,154.75650024414062,71.61064147949219,199.95709228515625,12.836186408996582,109.64010445196426,155.07699584960938,71.95299885267112,201.13091981366972,12.845908325364045,104.98887930687886,149.9499969482422,70.04910673612386,194.8768487230753,12.210019494133984,105.72995643059598,152.7429962158203,70.91347406076004,195.84864455021585,12.411180625544045,149981400,92304000,30326000,29437300,588016000
2020-09-28,112.09734344482422,158.70249938964844,72.58596801757812,201.51580810546875,12.996965408325195,112.44837956504264,158.7519989013672,73.29905809078035,204.52738877764943,13.0136668687113,109.97162802324053,155.85850524902344,71.96991766342995,200.18801591721544,12.712797153507108,112.1461013546261,157.4425048828125,73.2493005572153,202.9013278355643,13.002200066684653,137672400,84484000,30784000,32004900,573808000
2020-09-29,111.24901580810548,157.24400329589844,72.95222473144531,199.4182891845703,13.18716049194336,112.43863750540088,159.41299438476562,73.24979803297072,202.12198484934424,13.40352734705288,110.74196771781251,156.6269989013672,72.35407885679199,198.98531792173563,12.895514391254116,111.69756779185067,158.76950073242188,72.84722744607932,201.4292249562203,12.89975156480248,99382200,69916000,31816000,24221900,621460000
2020-09-30,112.92618560791016,157.43649291992188,72.93132019042969,202.3721160888672,13.491021156311035,114.34008328098176,160.6439971923828,73.95641806188155,203.95968207307456,13.582752726579445,110.7907243710988,156.69949340820312,72.4416644288499,198.7255034204244,13.111880671502549,110.95648937571,157.0570068359375,72.69942714285969,199.87048183587524,13.1191093501162,142675200,97922000,40924000,33829100,689184000
2020-10-01,113.88176727294922,161.06300354003906,74.041015625,204.42149353027344,13.574774742126465,114.78860927558269,161.1999969482422,74.39781505967089,205.8936041660628,13.722591795558866,112.94567350239404,158.60000610351562,73.48865608307334,203.32462649416632,13.421472945822046,114.71059960151676,160.39999389648438,73.8300263530017,205.4125218751129,13.717856355284482,116120400,99438000,32884000,27158400,525004000
2020-10-02,110.2056655883789,156.25,72.4336929321289,198.3887481689453,13.024134635925291,112.49715377159484,159.7899932861328,73.59961978967594,203.0071418125264,13.480050027948268,109.42559099443216,156.14999389648438,72.02315723124129,197.7633322851189,13.012916968837262,110.07890541970863,157.68150329589844,72.63423408285196,200.1302639824499,13.186409976653888,144712000,112262000,31222000,33154800,552496000
2020-10-05,113.5989990234375,159.9600067138672,73.78872680664062,202.4202117919922,13.602693557739258,113.74526531692965,160.12649536132812,73.88178015904693,202.44907555811935,13.604438443946249,110.72246082221426,157.04249572753906,72.65713577801895,199.1488430433864,13.184168099894958,111.07349695083026,157.29200744628906,72.78452509611937,199.37976785387195,13.197379788701449,106243800,75506000,21602000,21331600,479820000
2020-10-06,110.34217834472656,154.9980010986328,72.2057876586914,198.1193389892578,13.696415901184082,113.22846975785129,159.10000610351562,73.87281305634009,202.22777173091453,14.100733039978612,109.45483490950848,154.5,71.90671854148451,197.0705829787535,13.625124717201931,112.81892262806667,158.25,73.42396260503759,200.91924181932865,13.789643199811294,161498200,101738000,26096000,28554300,784420000
2020-10-07,112.21437072753906,159.7845001220703,72.60985565185547,201.8910369873047,13.923256874084473,112.6726683499166,160.0,73.09901783970815,202.16044195043736,14.07805444762704,111.2880224118318,156.6195068359375,71.32051821827476,198.8987039425737,13.823049997241244,111.76582617611366,156.75,72.61831435660335,199.2258364433106,13.958902953986373,96849000,86188000,36108000,25681100,418084000
2020-10-08,112.10709381103516,159.52749633789062,73.81857299804688,202.61264038085935,13.798372268676758,113.50148518843808,161.6645050048828,74.04747434340368,203.1995614238007,14.043405664638808,111.73655156006716,158.74949645996094,72.9238486190655,200.4381534861179,13.717858361537507,113.3552189019724,161.24949645996094,72.9238486190655,202.5452818060535,14.03393288092139,83477200,63482000,26076000,19925800,378900000
2020-10-09,114.05728912353516,164.33250427246094,75.16314697265625,207.6447906494141,13.722591400146484,114.08654089243238,164.44949340820312,75.23281359404584,207.6929018274482,13.783912497257951,112.05833393555244,159.89149475097656,73.99622536956137,203.2380739442481,13.620889740605795,112.40937004114366,160.5,74.28783048431298,203.2380739442481,13.726829523980776,100506900,98158000,32966000,26458000,346892000
2020-10-12,121.30230712890624,172.14649963378906,77.85726165771484,213.02325439453125,14.184488296508787,122.0628830961562,174.81199645996094,79.04308997579452,215.39018596845625,14.305135507000282,116.30979798060422,166.9774932861328,76.10115418697416,208.60692203449696,13.87190363872377,117.07037394785418,167.4969940185547,76.53408949683731,210.51200399111545,13.94867861764118,240226800,167284000,55344000,40461400,434744000
2020-10-13,118.0844497680664,172.18150329589844,77.98068237304688,214.42803955078125,14.206673622131348,122.26762403724533,174.61900329589844,78.88088147808016,216.6891326151677,14.306631336116029,116.67055964456534,171.21099853515625,77.56069322963157,212.0899715436211,13.977843485573269,122.15060951635888,173.39950561523438,78.47531921079461,214.29333707129456,14.25478302644395,262330500,114894000,39072000,28950800,344604000
2020-10-14,118.1722183227539,168.1855010986328,77.80004119873047,212.50369262695312,14.054120063781738,119.96639642799327,173.24400329589844,78.81568566560401,215.73656655140903,14.300897324069366,116.6413136031742,167.0,76.92721520969711,210.83915183498107,13.91926463320556,117.98694718210372,172.35000610351562,78.35539239500633,214.56272446279024,14.248799881322167,150712000,116254000,33174000,23421700,276100000
2020-10-15,117.70416259765624,166.9324951171875,77.40343475341797,211.34913635253903,13.929237365722656,118.18195887523946,167.79400634765625,78.1961459815944,212.0226488172296,13.964882488285609,115.20791231870912,164.0,76.6898511386174,207.83722580995092,13.727577029396096,115.7637182773626,164.60049438476562,76.85754457892119,208.8859966636876,13.77045178080304,112559200,104468000,31210000,22733100,267224000
2020-10-16,116.05625915527344,163.635498046875,78.01203155517578,211.34913635253903,13.771198272705078,118.52326543752152,169.98300170898438,78.51014601215543,213.87961994712427,14.080294125302457,115.85148929426413,158.0,77.51242125898598,211.0220038241852,13.752253660584516,118.25998458807123,168.1614990234375,77.71992528911265,211.82058773708712,13.99579124695492,115393800,129488000,34194000,26057900,242392000
2020-10-19,113.09195709228516,160.36050415039062,76.13350677490234,206.11495971679688,13.458366394042969,117.42139051387834,166.4499969482422,78.8196694818718,213.8892536316012,13.942698314099715,112.7799257876711,159.63699340820312,75.78368541921667,205.63387728158477,13.367631359550169,116.97284597845898,164.98049926757812,78.42157124529685,212.0803789771329,13.862433547837185,120639300,104472000,29734000,27625800,298068000
2020-10-20,114.58384704589844,160.85049438476562,77.18497467041016,206.5286865234375,13.605683326721191,116.01724328424638,163.3000030517578,78.31756019656119,209.1457761830108,13.75948337781822,112.7506567810562,159.60049438476562,75.663250798659,205.02771165310276,13.467587249483108,113.306462726598,161.11399841308594,75.79313062853842,207.6351849491635,13.543863965624142,124423700,90194000,41670000,22753500,229212000
2020-10-21,113.95980072021484,159.2469940185547,78.92217254638672,206.67303466796875,13.485286712646484,115.75397896154352,161.69400024414062,80.37274164690493,208.71281966855292,13.751258713789143,113.55025356563893,158.0,77.98415993197221,205.05658991391425,13.43817478593501,113.76477649436592,160.625,78.11901324505759,205.05658991391425,13.58524444270825,89946000,91854000,60322000,22724900,219596000
2020-10-22,112.86768341064452,158.82000732421875,79.95075988769531,206.7595977783203,13.322013854980469,115.10066050216788,159.9375,80.28714906559912,207.88532885700985,13.572031778068254,111.7365652586778,156.0970001220703,78.49870246258452,203.6902896505788,13.1931404700561,114.52534835538113,159.49349975585938,78.87291283355273,205.8359130903989,13.483042589568766,101988000,84240000,30512000,22351500,290480000
2020-10-23,112.17536163330078,160.22000122070312,81.26050567626953,208.0489044189453,13.5505952835083,113.64776283593191,160.26649475097656,81.31723367329468,208.09701559843649,13.55358678850794,111.43428449669388,157.0,80.21201344374147,205.0950659210141,13.252467942914826,113.4917434642618,159.5500030517578,80.36827170244585,206.8943095185114,13.410754310920243,82572600,69334000,30548000,18879600,233484000
2020-10-26,112.18509674072266,160.3520050048828,78.83757781982422,202.131591796875,13.1029052734375,113.64774463857086,164.1490020751953,81.0912986260321,208.1547384232922,13.652796390775253,110.06912712788252,157.6649932861328,78.01600527143772,200.22650952026527,13.000455258958455,111.17099330548513,159.93699645996094,80.36577109765061,205.75895736252448,13.38782188167736,111850700,118024000,35826000,37111600,336896000
2020-10-27,113.69650268554688,164.31649780273438,79.56361389160156,205.18165588378903,13.357661247253418,114.35957007435778,164.58299255371094,79.7188698570278,206.5479282198085,13.402779155391,111.68780181918402,160.56500244140625,78.47432400613587,202.37213626136543,13.1530093903305,112.61414257382006,161.2469940185547,79.0684835060431,203.5844586966155,13.267175346468049,92276800,85820000,25902000,36700300,250520000
2020-10-28,108.43099212646484,158.13900756835938,75.1805648803711,195.0115509033203,12.590154647827148,112.5556636487498,163.2010040283203,77.32082977436303,200.9384894820073,13.2213079455442,108.3334837266658,158.12350463867188,75.06511950680083,194.4535082496404,12.572207521215867,112.18512875374776,162.46499633789062,77.13173899969712,199.8127584492208,13.15948858582964,143937800,111766000,45174000,51195600,376520000
2020-10-29,112.44840240478516,160.55050659179688,77.4736099243164,196.974365234375,12.98599624633789,114.01831219479436,162.8625030517578,79.05902493913851,199.51447954120584,13.154253645097556,109.4060912247632,158.1999969482422,75.46670232352432,195.67543697276443,12.71279560864616,109.57186368811264,160.06350708007812,75.49008904960587,196.34896403076613,12.801037389221689,146129200,131930000,55406000,31432600,320080000
2020-10-30,106.14924621582033,151.8074951171875,80.42100524902344,194.8094940185547,12.497426986694336,109.20130250137127,158.35000610351562,83.66599669620678,196.56062619243983,12.898751718735854,105.03763428104902,150.9499969482422,79.6974670927325,192.0673186660171,12.264109578308071,108.29446040306703,157.8874969482422,82.9752986633924,195.8005225157385,12.812504903727955,190272600,167728000,99878000,36953700,416820000
2020-11-02,106.0614776611328,150.2239990234375,80.8295669555664,194.6747894287109,12.54404067993164,107.92391966714172,153.98550415039062,82.51749631331757,197.51317241451213,12.799293255507337,104.64758758408,147.50599670410156,80.32795964779757,192.54839893909204,12.358832678357311,106.39301507304658,153.08700561523438,80.79075106483944,196.5606240570228,12.620815664385908,122866900,145148000,44228000,30842200,299652000
2020-11-03,107.6899185180664,152.42050170898438,81.8914794921875,198.6196746826172,12.981511116027832,108.7137678387746,153.7449951171875,82.55530560123552,200.245735560564,13.06676140590141,106.0225003905584,149.0489959716797,80.22196347188766,195.4349115105296,12.565977166544666,106.9293426114221,150.92649841308594,81.15002919883526,196.17578252504643,12.671418689898168,107624400,97958000,31432000,27512000,272900000
2020-11-04,112.08761596679688,162.05799865722656,86.87715148925781,208.20285034179688,13.753998756408691,112.71167866980154,162.24249267578125,88.08039850699622,210.05983612807736,13.78715254129417,109.55236030591362,156.9864959716797,84.74484402888567,204.38305473043675,13.298083341535271,111.29778823567844,157.99949645996094,84.87322803918391,205.9225243559085,13.350180787938806,138235500,136780000,71342000,42311800,410228000
2020-11-05,116.06599426269533,166.10000610351562,87.70568084716797,214.8417510986328,14.118681907653809,116.64130635027132,168.33999633789062,89.16470868146271,215.64034956771133,14.297159498641282,113.95978499014568,164.44400024414062,86.63728722934314,212.78271921164216,13.950175365544007,115.01288590671425,165.99850463867188,88.10128853896713,213.63904521414136,14.121175145319006,126387100,115786000,39758000,36080100,319028000
2020-11-06,115.93413543701172,165.56849670410156,87.5678482055664,215.2555084228516,14.519508361816406,116.43228836490331,166.10000610351562,88.00426119806104,215.87129330242155,14.54617991735995,113.43357109225822,161.60000610351562,86.42082805664543,209.78078840779185,13.854454850206205,115.5727237961662,165.23199462890625,87.15034201344257,213.8507413668018,14.06857754794412,114457900,92946000,28622000,25231900,383348000
